,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
803,803,5,employee,694633,14,no,gold,2,13,4,2,,2,bungalow,,Kuala Lumpur,2,5779,729084,19933,Accept,8
804,804,5,employee,189685,,yes,gold,2,13,4,2,,3,,,Kuala Lumpur,2,6340,1432685,16481,Reject,8
805,805,5,employee,720606,22,no,,2,13,,2,1,3,bungalow,13,Kuala Lumpur,2,5709,825753,19973,Reject,9
806,806,5,employee,,18,yes,platinum,2,13,4,2,1,3,bungalow,13,Kuala Lumpur,2,,,7988,Accept,9
807,807,5,employee,729488,23,no,normal,2,13,4,2,1,1,bungalow,13,Kuala Lumpur,2,3919,,11038,Accept,9
808,808,5,employee,446882,,yes,normal,2,13,4,2,1,3,bungalow,13,Kuala Lumpur,2,9265,780214,17055,Accept,9
809,809,5,employee,333573,18,no,normal,2,13,4,2,1,1,bungalow,13,Kuala Lumpur,2,10735,1288039,,Accept,6
810,810,5,employee,,18,yes,gold,2,13,4,2,1,2,bungalow,13,Kuala Lumpur,3,12383,1004409,18467,Reject,9
811,811,5,employee,484646,12,no,normal,2,13,4,,,3,bungalow,13,Kuala Lumpur,,,969982,8939,Accept,8
812,812,5,employee,595029,15,yes,gold,2,13,4,2,1,1,bungalow,13,Kuala Lumpur,1,7272,1030060,8112,Accept,7
813,813,5,employee,246845,,no,normal,2,13,4,2,1,2,bungalow,13,Kuala Lumpur,,,1226127,11846,Accept,9
814,814,5,employee,635168,11,yes,normal,2,,4,2,1,1,bungalow,,Kuala Lumpur,2,10373,603967,19919,Accept,7
815,815,5,employee,,18,no,gold,2,13,4,2,1,2,bungalow,13,Kuala Lumpur,1,4925,,8486,Accept,9
816,816,5,employee,506476,20,yes,normal,2,,,2,1,3,bungalow,13,Kuala Lumpur,2,7829,,16797,Accept,7
817,817,5,employee,,21,no,gold,2,,4,2,,1,bungalow,13,Kuala Lumpur,2,,,,Reject,7
818,818,5,employee,,20,yes,normal,2,13,4,,,2,bungalow,,Kuala Lumpur,,,,16578,Accept,7
819,819,5,employee,718415,16,no,normal,2,13,4,2,,1,bungalow,13,Kuala Lumpur,,10580,,,Accept,6
820,820,5,employee,290871,13,yes,normal,2,,,2,1,2,terrace,13,Kuala Lumpur,1,,747630,,Accept,9
821,821,5,employee,636477,16,no,normal,2,13,4,2,,2,terrace,13,Kuala Lumpur,3,11509,1026785,,Reject,8
822,822,5,employee,615502,15,yes,gold,2,13,4,2,1,1,terrace,13,Kuala Lumpur,2,7082,709856,16058,Accept,7
823,823,5,employee,133831,,no,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,3,,1072523,19850,Accept,8
824,824,5,employee,136548,22,yes,gold,2,13,4,,1,1,terrace,13,Kuala Lumpur,2,6878,1091704,12692,Accept,8
825,825,5,employee,601632,19,no,normal,2,13,4,2,1,1,terrace,13,Kuala Lumpur,,7714,1092704,14607,Accept,7
826,826,5,employee,320468,20,yes,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,1,12199,,16752,Accept,7
827,827,5,employee,160622,19,no,,2,13,,,1,1,,13,Kuala Lumpur,,11519,,8715,Accept,9
828,828,5,employee,216034,21,yes,normal,2,13,4,2,1,3,terrace,13,Kuala Lumpur,,4134,1302640,19344,Accept,8
829,829,5,employee,114772,19,no,,2,13,,2,1,2,terrace,13,Kuala Lumpur,,10382,1255844,,Reject,8
830,830,5,employee,360226,16,yes,normal,2,13,,2,,1,terrace,13,Kuala Lumpur,2,7917,1291878,12180,Reject,8
831,831,5,employee,,,no,normal,2,,,,,2,terrace,13,Kuala Lumpur,3,9086,952816,,Accept,6
832,832,5,employee,699187,,yes,gold,2,13,4,2,1,2,terrace,13,Kuala Lumpur,,3964,1189144,,Reject,6
833,833,5,employee,627120,19,no,normal,2,,,2,1,3,terrace,13,Kuala Lumpur,1,,624171,12726,Accept,8
834,834,5,employee,554020,11,yes,gold,2,13,4,2,1,3,terrace,13,Kuala Lumpur,3,,,,Reject,7
835,835,5,employee,,24,no,normal,2,13,4,,1,3,terrace,13,Kuala Lumpur,,,657585,,Accept,9
836,836,5,employee,184449,16,yes,normal,2,13,4,,,2,terrace,13,Kuala Lumpur,,9683,493209,18360,Accept,8
837,837,5,employee,223214,10,no,normal,2,13,,2,,1,,13,Kuala Lumpur,,5528,1178257,13777,Reject,6
838,838,5,employee,711475,20,yes,normal,2,,4,,,1,terrace,13,Kuala Lumpur,,12158,673054,,Accept,6
839,839,5,employee,,23,no,,2,,4,2,1,3,terrace,13,Kuala Lumpur,,,1019833,,Reject,6
840,840,5,employee,576714,,yes,normal,2,13,,2,1,3,terrace,13,Kuala Lumpur,1,8419,707068,14419,Accept,7
841,841,5,employee,402613,21,no,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,1,5963,1059808,,Reject,8
842,842,5,employee,370148,14,yes,normal,2,,,,1,3,,13,Kuala Lumpur,,6043,958235,,Accept,7
843,843,5,employee,148043,,no,platinum,2,13,,,1,3,terrace,13,Kuala Lumpur,3,10301,,15638,Accept,9
844,844,5,employee,573637,13,yes,gold,2,,,2,1,1,terrace,13,Kuala Lumpur,,,715671,,Accept,9
845,845,5,employee,105495,24,no,normal,2,13,,,,1,terrace,13,Kuala Lumpur,3,6186,720322,,Accept,9
846,846,5,employee,,22,yes,,2,13,4,,,1,terrace,,Kuala Lumpur,3,4994,1207904,,Accept,9
847,847,5,employee,498866,13,no,platinum,2,,,2,1,1,terrace,13,Kuala Lumpur,,6169,818353,9880,Accept,9
848,848,5,employee,162777,15,yes,gold,2,13,4,,,2,terrace,13,Kuala Lumpur,,3620,1330118,,Accept,6
849,849,5,employee,289474,24,no,platinum,2,,4,2,1,1,terrace,13,Kuala Lumpur,2,,652170,18760,Accept,6
850,850,5,employee,124088,10,yes,normal,2,13,4,2,,1,terrace,,Kuala Lumpur,2,5832,946190,17974,Reject,9
851,851,5,employee,385369,,no,normal,2,,4,2,1,1,terrace,,Kuala Lumpur,3,11880,,14620,Accept,9
852,852,5,employee,,16,yes,gold,2,,4,,1,3,terrace,13,Kuala Lumpur,3,5501,1373867,8546,Accept,7
853,853,5,employee,,13,no,normal,2,13,4,,1,3,terrace,,Kuala Lumpur,3,,473084,10017,Accept,9
854,854,5,employee,,19,yes,normal,2,,4,2,1,2,terrace,13,Kuala Lumpur,,9586,973850,18418,Accept,7
855,855,5,employee,176877,18,no,normal,2,,4,,,2,terrace,13,Kuala Lumpur,1,10737,542700,9971,Accept,9
856,856,5,employee,,19,yes,gold,2,13,4,2,,3,terrace,,Kuala Lumpur,3,6419,732586,,Accept,6
857,857,5,employee,561659,,no,,2,13,4,,1,1,terrace,,Kuala Lumpur,,7649,935870,,Accept,9
858,858,5,employee,743280,24,yes,gold,2,13,4,2,,1,terrace,13,Kuala Lumpur,2,4927,743504,,Accept,6
859,859,5,employee,,12,no,normal,2,,4,,1,3,terrace,13,Kuala Lumpur,,4865,437499,,Accept,8
860,860,5,employee,342808,15,yes,normal,2,,,2,1,3,terrace,13,Kuala Lumpur,2,8142,486149,10039,Accept,7
861,861,5,employee,,14,no,platinum,2,13,4,2,,2,terrace,13,Kuala Lumpur,1,4491,1053729,,Accept,6
862,862,5,employee,,11,yes,normal,2,13,,2,1,3,terrace,13,Kuala Lumpur,1,4583,645558,19886,Accept,7
863,863,5,employee,,,no,gold,2,,4,2,1,2,terrace,13,Kuala Lumpur,2,7736,749821,,Accept,7
864,864,5,employee,285525,,yes,normal,2,13,4,,1,1,terrace,13,Kuala Lumpur,,6892,697844,13042,Accept,8
865,865,5,employee,,14,no,gold,2,13,4,,,3,terrace,13,Kuala Lumpur,1,10899,1304858,11590,Reject,9
866,866,5,employee,723610,14,yes,normal,2,,4,2,1,1,terrace,13,Kuala Lumpur,3,,696672,,Accept,7
867,867,5,employee,527882,13,no,gold,2,,,,1,1,terrace,13,Kuala Lumpur,,5541,876705,,Accept,6
868,868,5,employee,510102,,yes,normal,2,13,4,,,3,terrace,13,Kuala Lumpur,,9795,1019580,18240,Accept,7
869,869,5,employee,158265,22,no,normal,2,13,4,2,,2,terrace,13,Kuala Lumpur,2,10996,1013759,19701,Accept,7
870,870,5,employee,561593,12,yes,normal,2,13,4,2,1,1,terrace,13,Kuala Lumpur,,10686,907915,12982,Accept,6
871,871,5,employee,368837,19,no,normal,2,13,,2,1,1,terrace,13,Kuala Lumpur,2,9393,956570,16171,Reject,7
872,872,5,employee,,24,yes,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,3,7570,676516,,Accept,8
873,873,5,employee,250497,,no,gold,2,,,,1,1,terrace,,Kuala Lumpur,,,909016,19025,Accept,8
874,874,5,employee,406702,23,yes,normal,2,13,,2,,1,terrace,13,Kuala Lumpur,,11580,1379602,16078,Accept,8
875,875,5,employee,340633,,no,normal,2,13,4,2,,3,terrace,,Kuala Lumpur,1,8622,1165396,,Accept,6
876,876,5,employee,,13,yes,normal,2,13,4,,,2,terrace,,Kuala Lumpur,3,9419,954974,15074,Accept,9
877,877,5,employee,537152,20,no,normal,2,13,,2,1,1,,13,Kuala Lumpur,3,,,8590,Accept,6
878,878,5,employee,761984,12,yes,gold,2,,4,,1,3,terrace,13,Kuala Lumpur,,6131,1042473,,Accept,8
879,879,5,employee,377370,,no,normal,2,13,,2,1,1,terrace,13,Kuala Lumpur,1,4381,977737,11407,Accept,6
880,880,5,employee,568148,18,yes,normal,2,13,,,,2,terrace,13,Kuala Lumpur,3,9696,651871,13017,Accept,7
881,881,5,employee,671476,,no,normal,2,,4,,,1,terrace,13,Kuala Lumpur,3,8131,985982,18577,Accept,7
882,882,5,employee,607714,20,yes,normal,2,,4,,1,1,,13,Kuala Lumpur,,6893,1019963,15043,Accept,9
883,883,5,employee,590304,21,no,gold,2,13,,2,1,3,,13,Kuala Lumpur,1,11364,1037195,,Reject,7
884,884,5,employee,184318,,yes,normal,2,13,4,2,1,2,terrace,13,Kuala Lumpur,3,7496,532259,12493,Accept,6
885,885,5,employee,553864,15,no,normal,2,13,4,,1,3,terrace,,Kuala Lumpur,1,11651,,,Accept,7
886,886,5,employee,776631,,yes,gold,2,,4,2,1,2,terrace,13,Kuala Lumpur,2,7996,,13603,Reject,6
887,887,5,employee,662973,24,no,normal,2,13,4,2,1,3,terrace,13,Kuala Lumpur,,,656605,16238,Accept,7
888,888,5,employee,,,yes,normal,2,13,4,2,1,2,terrace,13,Kuala Lumpur,1,,1254673,,Accept,6
889,889,5,employee,,16,no,,2,13,4,2,1,2,terrace,13,Kuala Lumpur,,7244,1270923,,Accept,7
890,890,5,employee,474939,22,yes,normal,2,,4,,1,3,terrace,13,Kuala Lumpur,2,5544,749954,,Reject,9
891,891,5,employee,,23,no,normal,2,13,,2,,2,terrace,13,Kuala Lumpur,2,4435,992084,,Accept,9
892,892,5,employee,,17,yes,normal,2,13,4,,1,1,terrace,13,Kuala Lumpur,3,,1236492,,Accept,8
893,893,5,employee,,,no,normal,2,13,4,2,1,3,terrace,,Kuala Lumpur,1,,733472,,Reject,9
894,894,5,employee,190988,21,yes,gold,2,13,,,,3,terrace,13,Kuala Lumpur,,,1108272,7927,Accept,9
895,895,5,employee,388675,22,no,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,,10366,,8631,Accept,7
896,896,5,employee,276452,,yes,normal,2,13,4,,1,3,terrace,,Kuala Lumpur,,11978,1093261,10243,Accept,8
897,897,5,employee,348864,24,no,normal,2,13,,,1,1,terrace,13,Kuala Lumpur,2,,,,Accept,8
898,898,5,employee,248606,17,yes,normal,2,,4,2,,2,terrace,13,Kuala Lumpur,,8866,992820,11253,Reject,8
899,899,5,employee,540450,15,no,normal,2,13,4,2,1,2,terrace,13,Kuala Lumpur,2,12142,1044723,16795,Reject,8
900,900,7,Self_Employed,676880,10,yes,gold,2,14,4,2,1,1,terrace,10,Kuala Lumpur,,12195,1102472,,Reject,8
901,901,7,Self_Employed,249801,16,no,normal,2,14,4,,1,3,terrace,10,Kuala Lumpur,,10789,492454,,Accept,8
902,902,7,Self_Employed,488431,16,yes,normal,2,14,4,,1,2,terrace,10,Kuala Lumpur,1,,491852,,Accept,8
903,903,7,Self_Employed,535819,16,no,normal,2,14,4,2,1,3,terrace,10,Kuala Lumpur,,5489,835806,,Accept,9
904,904,7,Self_Employed,136284,22,yes,normal,2,,4,,1,2,terrace,,Kuala Lumpur,,10926,717630,10266,Accept,6
905,905,7,Self_Employed,740297,22,no,gold,2,14,4,2,1,3,terrace,10,Kuala Lumpur,,10508,614165,17288,Accept,8
906,906,7,Self_Employed,343889,12,yes,gold,2,14,4,,,2,terrace,10,Kuala Lumpur,,5261,1422178,11401,Accept,7
907,907,7,Self_Employed,647454,15,no,gold,2,14,4,2,1,1,terrace,10,Kuala Lumpur,2,6104,1273727,8383,Accept,6
908,908,7,Self_Employed,776593,19,yes,normal,2,14,,2,1,2,terrace,10,Kuala Lumpur,2,,,8364,Reject,9
909,909,7,Self_Employed,637937,21,no,gold,2,14,4,2,,2,terrace,10,Kuala Lumpur,3,,1109275,8925,Reject,8
910,910,7,Self_Employed,435686,11,yes,normal,2,14,4,,1,1,terrace,10,Kuala Lumpur,1,9363,1404742,15432,Accept,7
911,911,7,Self_Employed,188659,22,no,gold,2,14,4,2,1,3,terrace,10,Kuala Lumpur,,9831,,,Accept,8
912,912,7,Self_Employed,350128,19,yes,platinum,2,14,4,,,1,terrace,10,Kuala Lumpur,,8568,466867,,Accept,7
913,913,7,Self_Employed,393057,14,no,,2,,,2,1,2,,10,Kuala Lumpur,,,1344671,9476,Accept,7
914,914,7,Self_Employed,,24,yes,normal,2,,4,2,,2,terrace,,Kuala Lumpur,1,6744,1133280,,Accept,7
915,915,7,Self_Employed,681210,,no,normal,2,14,4,2,1,2,terrace,10,Kuala Lumpur,1,,456726,,Reject,7
916,916,7,Self_Employed,446992,21,yes,normal,2,14,,2,,1,terrace,,Kuala Lumpur,2,11225,956323,,Reject,9
917,917,7,Self_Employed,453342,10,no,platinum,2,14,4,2,,1,terrace,10,Kuala Lumpur,1,6467,984608,,Accept,7
918,918,7,Self_Employed,,12,yes,normal,2,14,4,,,1,terrace,10,Kuala Lumpur,3,9395,658510,18765,Accept,6
919,919,7,Self_Employed,,19,no,,2,14,4,,1,2,terrace,10,Kuala Lumpur,1,,1274066,,Reject,8
920,920,7,Self_Employed,428137,,yes,gold,2,14,,2,1,1,terrace,10,Kuala Lumpur,,7599,856854,19563,Accept,9
921,921,7,Self_Employed,,16,no,gold,2,14,4,2,1,1,terrace,,Kuala Lumpur,2,,1007209,16709,Accept,6
922,922,7,Self_Employed,465472,18,yes,normal,2,14,4,,1,1,terrace,10,Kuala Lumpur,,,1239453,,Accept,8
923,923,7,Self_Employed,702083,12,no,gold,2,14,,2,1,2,terrace,10,Kuala Lumpur,3,11227,525219,,Accept,6
924,924,7,Self_Employed,141278,21,yes,gold,2,,4,,,1,terrace,10,Kuala Lumpur,3,8712,622613,12548,Accept,6
925,925,7,Self_Employed,246977,19,no,,2,14,4,2,,1,terrace,10,Kuala Lumpur,1,4458,1126614,12035,Reject,7
926,926,7,Self_Employed,190894,17,yes,gold,2,14,,2,1,1,terrace,10,Kuala Lumpur,3,,,12418,Reject,7
927,927,7,Self_Employed,,22,no,normal,2,,4,2,,1,terrace,10,Kuala Lumpur,2,,1041481,,Accept,8
928,928,7,Self_Employed,307655,16,yes,gold,2,,4,,,3,terrace,10,Kuala Lumpur,3,,1258211,9104,Accept,7
929,929,7,Self_Employed,386450,11,no,gold,2,14,4,,1,2,terrace,10,Kuala Lumpur,3,6033,806439,,Accept,6
930,930,7,Self_Employed,382097,24,yes,normal,2,14,,,1,3,terrace,10,Kuala Lumpur,,5014,701779,7825,Accept,6
931,931,7,Self_Employed,565390,13,no,gold,2,14,4,,1,3,terrace,10,Kuala Lumpur,3,,974566,,Reject,6
932,932,7,Self_Employed,417954,12,yes,gold,2,,,2,1,3,terrace,,Kuala Lumpur,3,7803,,10288,Accept,8
933,933,7,Self_Employed,445204,,no,normal,2,14,4,2,1,1,terrace,10,Kuala Lumpur,1,3822,430476,18351,Accept,6
934,934,7,Self_Employed,,14,yes,platinum,2,,4,2,,1,terrace,10,Kuala Lumpur,3,11038,522347,8499,Reject,8
935,935,7,Self_Employed,737564,23,no,normal,2,,4,2,1,3,terrace,10,Kuala Lumpur,2,11019,,17886,Reject,9
936,936,7,Self_Employed,540710,,yes,normal,2,14,,2,1,3,terrace,10,Kuala Lumpur,2,11080,748236,11183,Accept,6
937,937,7,Self_Employed,266431,15,no,platinum,2,14,4,2,1,3,terrace,10,Kuala Lumpur,1,,1361408,15339,Accept,6
938,938,7,Self_Employed,,11,yes,normal,2,14,4,2,1,3,terrace,,Kuala Lumpur,3,9598,640868,15921,Reject,8
939,939,7,Self_Employed,488293,11,no,gold,2,14,4,,1,2,terrace,10,Kuala Lumpur,2,11278,507909,18041,Reject,6
940,940,7,Self_Employed,232424,12,yes,,2,,4,2,1,1,,10,Kuala Lumpur,,9068,1090857,13508,Accept,8
941,941,7,Self_Employed,504182,14,no,normal,2,,4,2,1,1,terrace,10,Kuala Lumpur,1,6802,513927,,Accept,8
942,942,7,Self_Employed,240139,10,yes,normal,2,14,,2,1,3,terrace,,Kuala Lumpur,3,4686,867724,,Accept,7
943,943,7,Self_Employed,,22,no,gold,2,14,4,,1,2,terrace,10,Kuala Lumpur,,,,12296,Reject,6
944,944,7,Self_Employed,191713,,yes,normal,2,14,4,2,1,3,terrace,10,Kuala Lumpur,2,,,,Reject,6
945,945,7,Self_Employed,367344,23,no,normal,2,14,4,2,1,1,terrace,10,Kuala Lumpur,1,4335,1371082,19669,Accept,9
946,946,7,Self_Employed,773155,21,yes,gold,2,14,4,,,1,terrace,10,Kuala Lumpur,3,,945583,13901,Accept,9
947,947,7,Self_Employed,363662,18,no,platinum,2,14,4,2,1,1,terrace,10,Kuala Lumpur,3,6889,1235850,12907,Accept,9
948,948,7,Self_Employed,676236,14,yes,normal,2,14,4,,1,3,terrace,,Kuala Lumpur,1,7722,1126373,,Accept,7
949,949,7,Self_Employed,321397,20,no,normal,2,14,4,,1,1,terrace,10,Kuala Lumpur,,,1278823,12185,Accept,8
950,950,7,Self_Employed,766599,14,yes,normal,2,14,4,2,1,2,,10,Kuala Lumpur,1,8356,,12336,Reject,6
951,951,7,Self_Employed,427060,24,no,platinum,2,,4,2,1,2,,10,Kuala Lumpur,3,11214,,12351,Accept,9
952,952,7,Self_Employed,730574,19,yes,platinum,2,14,4,2,1,1,terrace,10,Kuala Lumpur,3,12099,796270,11056,Accept,6
953,953,7,Self_Employed,500313,12,no,normal,2,14,4,2,1,1,,10,Kuala Lumpur,2,4886,534389,,Accept,6
954,954,7,Self_Employed,568989,24,yes,normal,2,,,2,1,3,terrace,10,Kuala Lumpur,,8259,1043463,,Accept,6
955,955,7,Self_Employed,564042,12,no,,2,,4,2,1,2,terrace,10,Kuala Lumpur,,11816,1023301,,Accept,9
956,956,7,Self_Employed,,,yes,normal,2,,4,2,1,3,,10,Kuala Lumpur,3,9960,664747,,Accept,9
957,957,7,Self_Employed,416738,24,no,gold,2,14,4,2,,3,terrace,,Kuala Lumpur,1,7676,1126957,19976,Accept,7
958,958,7,Self_Employed,533263,,yes,normal,2,14,4,,1,3,terrace,,Kuala Lumpur,1,9351,,13668,Accept,7
959,959,7,Self_Employed,352110,,no,normal,2,14,4,2,1,3,terrace,10,Kuala Lumpur,,8212,429849,,Reject,8
960,960,7,Self_Employed,394342,15,yes,normal,2,14,4,,1,1,terrace,,Kuala Lumpur,,10450,467581,12407,Reject,6
961,961,7,Self_Employed,664089,23,no,,2,14,4,2,1,1,terrace,10,Kuala Lumpur,1,5152,1007694,14051,Accept,8
962,962,7,Self_Employed,535010,24,yes,normal,2,14,4,,1,2,terrace,10,Kuala Lumpur,3,4314,1111603,,Reject,9
963,963,7,Self_Employed,457135,11,no,gold,2,14,4,2,,3,terrace,10,Kuala Lumpur,,9597,625079,19632,Accept,9
964,964,7,Self_Employed,412968,,yes,platinum,2,,4,2,1,2,terrace,10,Kuala Lumpur,1,,1124905,11011,Accept,7
965,965,7,Self_Employed,,18,no,platinum,2,14,4,2,1,2,terrace,10,Kuala Lumpur,2,7882,616728,,Accept,9
966,966,7,Self_Employed,,19,yes,normal,2,14,4,2,1,2,terrace,10,Kuala Lumpur,1,12406,498726,,Accept,6
967,967,7,Self_Employed,450954,11,no,gold,2,14,4,2,1,2,terrace,10,Kuala Lumpur,1,,628840,11626,Accept,9
968,968,7,Self_Employed,317519,16,yes,normal,2,14,4,,,1,terrace,10,Kuala Lumpur,1,5687,1332933,18877,Accept,8
969,969,7,Self_Employed,746081,21,no,normal,2,14,4,2,1,1,terrace,10,Kuala Lumpur,2,8372,1076163,19153,Accept,7
970,970,7,Self_Employed,726685,14,yes,normal,2,14,,2,,3,terrace,10,Kuala Lumpur,2,,1254275,11183,Reject,9
971,971,7,Self_Employed,303777,,no,normal,2,14,,2,,1,terrace,10,Kuala Lumpur,,8523,573102,8595,Accept,6
972,972,7,Self_Employed,,20,yes,platinum,2,,4,,1,2,terrace,10,Kuala Lumpur,3,9979,448974,,Accept,9
973,973,7,Self_Employed,782814,,no,gold,2,,4,,1,2,terrace,10,Kuala Lumpur,3,,1149641,,Accept,9
974,974,7,Self_Employed,206479,13,yes,normal,2,14,,2,,1,terrace,10,Kuala Lumpur,3,10813,973582,12611,Accept,8
975,975,7,Self_Employed,329900,20,no,normal,2,,,,1,3,terrace,10,Kuala Lumpur,3,11350,736266,,Accept,9
976,976,7,Self_Employed,,22,yes,normal,2,14,,,1,1,,10,Kuala Lumpur,,4119,594787,9991,Accept,9
977,977,7,Self_Employed,419428,,no,normal,2,,4,2,1,1,terrace,10,Kuala Lumpur,3,11398,1210426,,Accept,9
978,978,7,Self_Employed,565520,,yes,normal,2,14,4,,,2,terrace,10,Kuala Lumpur,3,10213,719852,15374,Accept,6
979,979,7,Self_Employed,107941,,no,normal,2,14,,2,1,2,terrace,10,Kuala Lumpur,3,8088,1253003,,Reject,8
980,980,7,Self_Employed,,22,yes,,2,14,4,,,2,flat,10,Kuala Lumpur,,9650,1220398,10009,Reject,7
981,981,7,Self_Employed,797906,13,no,normal,2,14,4,2,,3,,10,Kuala Lumpur,,11346,574096,14078,Accept,6
982,982,7,Self_Employed,,24,yes,normal,2,14,4,2,1,1,flat,10,Kuala Lumpur,2,5178,719507,7658,Accept,7
983,983,7,Self_Employed,236615,16,no,gold,2,14,4,2,1,1,flat,,Kuala Lumpur,,6088,1323105,,Reject,8
984,984,7,Self_Employed,409028,23,yes,normal,2,14,4,2,1,2,flat,10,Kuala Lumpur,,10037,596241,10697,Accept,7
985,985,7,Self_Employed,219666,15,no,normal,2,14,4,2,1,1,flat,,Kuala Lumpur,,,,15894,Reject,9
986,986,7,Self_Employed,361906,14,yes,normal,2,14,4,2,1,2,,10,Kuala Lumpur,2,10955,1100630,15200,Reject,8
987,987,7,Self_Employed,724905,,no,normal,2,14,4,,1,3,flat,10,Kuala Lumpur,3,,503495,9244,Accept,9
988,988,7,Self_Employed,148617,10,yes,normal,2,14,4,2,1,2,flat,10,Kuala Lumpur,,,1303122,10864,Reject,8
989,989,7,Self_Employed,,23,no,normal,2,14,4,2,1,3,flat,10,Kuala Lumpur,2,5530,769738,,Accept,9
990,990,7,Self_Employed,391249,21,yes,normal,2,,,2,,2,flat,10,Kuala Lumpur,,11197,1378095,17787,Accept,9
991,991,7,Self_Employed,243198,15,no,gold,2,,4,,,1,flat,10,Kuala Lumpur,3,12511,752039,13175,Accept,8
992,992,7,Self_Employed,267181,16,yes,normal,2,14,4,,1,3,flat,10,Kuala Lumpur,1,5317,,19828,Accept,6
993,993,7,Self_Employed,789271,11,no,normal,2,14,4,2,1,1,flat,10,Kuala Lumpur,3,,1247195,,Reject,7
994,994,7,Self_Employed,132237,24,yes,normal,2,,,,1,2,flat,10,Kuala Lumpur,3,8067,1446511,17311,Accept,7
995,995,7,Self_Employed,,18,no,platinum,2,14,4,2,1,3,flat,10,Kuala Lumpur,,9394,1395738,10058,Accept,8
996,996,7,Self_Employed,,,yes,normal,2,14,4,,,3,flat,10,Kuala Lumpur,2,11789,495552,16926,Accept,7
997,997,7,Self_Employed,,21,no,normal,2,,,2,,2,flat,10,Kuala Lumpur,,10962,1335439,17637,Accept,7
998,998,7,Self_Employed,,19,yes,normal,2,,4,,,3,flat,,Kuala Lumpur,3,10084,,8699,Accept,9
999,999,7,Self_Employed,416712,11,no,normal,2,14,4,,1,2,flat,10,Kuala Lumpur,2,,495162,,Accept,8
1000,1000,1,Fresh_Graduate,781886,17,yes,platinum,3,15,,2,5,2,flat,10,Kuala Lumpur,2,10622,,9668,Accept,7
1001,1001,1,Fresh_Graduate,298865,24,no,normal,3,15,2,2,,3,flat,,Kuala Lumpur,1,12177,545819,18898,Accept,8
1002,1002,1,Fresh_Graduate,396082,11,yes,gold,3,15,2,,,1,flat,10,Kuala Lumpur,,,1317226,9631,Accept,6
1003,1003,1,Fresh_Graduate,312722,24,no,normal,3,,2,,,3,flat,10,Kuala Lumpur,,6841,842748,17354,Accept,9
1004,1004,1,Fresh_Graduate,630964,20,yes,gold,3,15,2,2,5,3,,10,Kuala Lumpur,,4959,1393568,13615,Reject,6
1005,1005,1,Fresh_Graduate,744887,,no,normal,3,15,,2,,2,flat,10,Kuala Lumpur,1,10188,1122683,19654,Accept,9
1006,1006,1,Fresh_Graduate,446698,10,yes,normal,3,15,2,2,5,2,flat,10,Kuala Lumpur,2,4671,1333396,,Reject,6
1007,1007,1,Fresh_Graduate,346215,17,no,gold,3,15,2,,,2,flat,10,Kuala Lumpur,,9954,,,Accept,9
1008,1008,1,Fresh_Graduate,324027,13,yes,normal,3,,2,2,5,3,flat,10,Kuala Lumpur,3,5854,,13623,Accept,7
1009,1009,1,Fresh_Graduate,,10,no,platinum,3,,,,5,2,flat,10,Kuala Lumpur,3,6550,949748,,Accept,6
1010,1010,1,Fresh_Graduate,,13,yes,,3,15,2,,5,3,flat,10,Kuala Lumpur,1,,,,Accept,9
1011,1011,1,Fresh_Graduate,,17,no,normal,3,15,2,2,5,2,flat,10,Kuala Lumpur,2,4564,930359,16699,Reject,6
1012,1012,1,Fresh_Graduate,159574,,yes,normal,3,15,,2,5,1,flat,10,Kuala Lumpur,3,,1277301,14310,Accept,6
1013,1013,1,Fresh_Graduate,132136,23,no,normal,3,,2,2,5,3,flat,10,Kuala Lumpur,3,7407,639978,17177,Accept,9
1014,1014,1,Fresh_Graduate,,19,yes,normal,3,,2,,5,2,,,Kuala Lumpur,,3589,1383335,19873,Reject,6
1015,1015,1,Fresh_Graduate,147584,12,no,gold,3,15,,2,5,1,flat,10,Kuala Lumpur,1,,467553,,Accept,9
1016,1016,1,Fresh_Graduate,617867,23,yes,platinum,3,15,,2,5,2,,10,Kuala Lumpur,,,1001321,19217,Reject,9
1017,1017,1,Fresh_Graduate,581578,20,no,normal,3,,,2,5,2,,,Kuala Lumpur,3,7123,737426,,Reject,7
1018,1018,1,Fresh_Graduate,663937,14,yes,normal,3,15,2,,,2,flat,10,Kuala Lumpur,,,1009510,15038,Reject,7
1019,1019,1,Fresh_Graduate,,,no,gold,3,,2,2,,1,flat,,Kuala Lumpur,2,4341,,16280,Accept,8
